Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2022,CA,,95020,,                                                            ,                                             ,,,
2022,WV,,25303,,Charleston Catholic High Sch                                ,"Charleston, WV 25301-2831                    ",25301, -81.630359,38.350719
2022,TX,,78259,,Claudia Taylor Ladybird Johnso                              ,"San Antonio, TX 78259-2203                   ",78259, -98.427068,29.627214
2022,VA,FAIRFAX COUNTY,22307,,Georgetown Visitation Prep Sch                              ,"Washington, DC 20007-2728                    ",20007, -77.079339,38.914363
2022,VA,SUFFOLK CITY,23435,,Nansemond River High School                                 ,"Suffolk, VA 23434-2046                       ",23434, -76.592105,36.703003
2022,NC,,28658,,Fred T Foard High School                                    ,"Newton, NC 28658                             ",28658, -81.235843,35.637619
2022,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2022,,,,BELARUS,                                                            ,                                             ,,,
2022,MN,,56071,,New Prague High School                                      ,"New Prague, MN 56071-2067                    ",56071, -93.579424,44.534971
2022,CT,,6460,,Joseph a Foran High School                                  ,"Milford, CT 06460                            ",06460, -73.050812,41.214266
2022,CT,,6840,,New Canaan High School                                      ,"New Canaan, CT 06840-6626                    ",06840, -73.500124,41.160393
2022,FL,,32205,,Episcopal School Of Jacksonville                            ,"Jacksonville, FL 32207-2121                  ",32207, -81.640966,30.289637
2022,PA,,19002,,Chestnut Hill Academy                                       ,"Philadelphia, PA 19118-4198                  ",19118, -75.211217,40.073872
2022,NY,,10607,,Fordham Preparatory School                                  ,"Bronx, NY 10458-5149                         ",10458, -73.888143,40.862543
2022,NJ,,7976,,Delbarton School                                            ,"Morristown, NJ 07960-5089                    ",07960, -74.500025,40.784201
2022,NJ,,7922,,Governor Livingston High Sch                                ,"Berkeley Heights, NJ 07922-1850              ",07922, -74.425027,40.676393
2022,VA,MANASSAS CITY,20110,,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           ",10023, -73.982607,40.775921
2022,NC,,27608,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       ",27603, -78.652751,35.664418
2022,CA,,92677,,Saint Margarets Episcopal Sch                               ,"San Juan Capistr, CA 92675-2752              ",92675,-117.608646,33.501860
2022,VA,STAFFORD,22406,,Colonial Forge High School                                  ,"Stafford, VA 22554                           ",22554, -77.367672,38.427352
2022,NY,,11771,,Friends Academy                                             ,"Locust Valley, NY 11560-2429                 ",11560, -73.588724,40.880757
2022,MN,,55340,,Orono High School                                           ,"Long Lake, MN 55356-9594                     ",55356, -93.589620,44.994245
2022,AL,,36078,,Auburn High School                                          ,"Auburn, AL 36830-6201                        ",36830, -85.492645,32.538930
2022,FL,,32233,,Duncan U Fletcher Hs                                        ,"Neptune Beach, FL 32266-3599                 ",32266, -81.409066,30.317386
2022,MS,,39211,,Jackson Academy                                             ,"Jackson, MS 39211-5422                       ",39211, -90.122605,32.372134
2022,MD,,21093,,Boys' Latin School Of Maryland                              ,"Baltimore, MD 21210-1241                     ",21210, -76.632685,39.359156
2022,NC,,28211,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     ",28209, -80.853985,35.178714
2022,VA,SPOTSYLVANIA,22407,,Courtland High School                                       ,"Spotsylvania, VA 22553-1803                  ",22553, -77.649295,38.271202
2022,GA,,30013,,Rockdale County High School                                 ,"Conyers, GA 30207-4708                       ",30207,,
2022,CO,,80113,,Kent Denver School                                          ,"Englewood, CO 80113-4916                     ",80113,-104.965111,39.644445
2022,NY,,12054,,Bethlehem Central High School                               ,"Delmar, NY 12054-2436                        ",12054, -73.864416,42.608547
2022,SC,,29483,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2022,VA,ALBEMARLE,22911,,Saint Anne's-Belfield                                       ,"Charlottesvle, VA 22903-1716                 ",22903, -78.595060,38.006972
2022,VA,ROANOKE COUNTY,24018,,Cave Spring High School                                     ,"Roanoke, VA 24018-4839                       ",24018, -80.041739,37.213055
2022,NC,,28650,,North Lincoln High School                                   ,"Lincolnton, NC 28092                         ",28092, -81.254558,35.485761
2022,AL,,35243,,Vestavia Hills High School                                  ,"Vestavia Hills, AL 35216-3314                ",35216, -86.789433,33.419246
2022,OK,,73112,,Oklahoma School Of Sci & Math                               ,"Oklahoma City, OK 73104-2847                 ",73104, -97.503918,35.475230
2022,MO,,64640,,Gallatin R-V High School                                    ,"Gallatin, MO 64640                           ",64640, -93.936183,39.898401
2022,VA,ROCKINGHAM,22801,,                                                            ,                                             ,,,
2022,NJ,,7920,,Ridge High School                                           ,"Basking Ridge, NJ 07920-1435                 ",07920, -74.564115,40.678994
2022,SC,,29605,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    ",29607, -82.331714,34.812790
2022,CT,,6443,,Daniel Hand High School                                     ,"Madison, CT 06443-2299                       ",06443, -72.624521,41.344481
2022,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            ",23229, -77.574165,37.586772
2022,TX,,75230,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2022,CT,,6516,,Cooperative Arts Human Magnet                               ,"New Haven, CT 06510-2410                     ",06510, -72.926008,41.306517
2022,RI,,2916,,Bishop Hendricken High School                               ,"Warwick, RI 02889-4224                       ",02889, -71.376927,41.700591
2022,GA,,30339,,Atlanta International School                                ,"Atlanta, GA 30305-3155                       ",30305, -84.389116,33.835696
2022,AZ,,85234,,Gilbert High School                                         ,"Gilbert, AZ 85296                            ",85296,-111.749802,33.332328
