Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2022,VA,ROANOKE COUNTY,24018,,Cave Spring High School                                     ,"Roanoke, VA 24018-4839                       "
2022,TN,,37215,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2022,NJ,,7605,,Information Systems Academy                                 ,"Englewood, NJ 07631                          "
2022,NC,,27278,,Kent School                                                 ,"Kent, CT 06757-0640                          "
2022,CA,,94002,,Sacred Heart Preparatory Sch                                ,"Atherton, CA 94027-4458                      "
2022,AK,,99502,,A J Dimond High School                                      ,"Anchorage, AK 99502-5363                     "
2022,VA,ALEXANDRIA CITY,22314,,Huntsville High School                                      ,"Huntsville, AL 35801-5201                    "
2022,TX,,77027,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      "
2022,VA,ROCKBRIDGE,24473,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
2022,VA,VIRGINIA BEACH CITY,23451,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2022,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2022,GA,,31605,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2022,MA,,1890,,Winchester High School                                      ,"Winchester, MA 01890-2853                    "
2022,GA,,30606,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2022,AL,,35216,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    "
2022,VA,HANOVER,23192,,Patrick Henry High School                                   ,"Ashland, VA 23005-3152                       "
2022,NJ,,7901,,Newark Academy                                              ,"Livingston, NJ 07039-4901                    "
2022,NC,,28207,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2022,GA,,30327,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2022,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2022,TN,,37215,,Montgomery Bell Academy                                     ,"Nashville, TN 37205-1902                     "
2022,ID,,83646,,Idaho Fine Arts Academy                                     ,"Eagle, ID 83616-4531                         "
2022,OK,,73071,,Norman High School                                          ,"Norman, OK 73069-6920                        "
2022,AZ,,85248,,Hamilton High School                                        ,"Chandler, AZ 85248                           "
2022,VA,FAIRFAX COUNTY,22153,,Lake Braddock Secondary School                              ,"Burke, VA 22015-1682                         "
2022,,,,BANGLADESH,                                                            ,                                             
2022,WV,,25978,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2022,VA,HENRICO,23229,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2022,MI,,49083,,Gull Lake High School                                       ,"Richland, MI 49083-9602                      "
2022,GA,,30305,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2022,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2022,FL,,34103,,Community School of Naples                                  ,"Naples, FL 34109                             "
2022,GA,,30605,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2022,SC,,29451,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    "
