Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2021,M,BA,ECON,FREN,,,,Pi Kappa Alpha,                         ,                         ,                         ,SC,,29403,,Cardinal Mooney High School                                 ,"Sarasota, FL 34232-1618                      "
2021,F,BS,PSYC,JMCS,,,JOHNSON,Kappa Alpha Theta,Vars Volleyball          ,                         ,                         ,VA,ALBEMARLE,22901,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2021,M,BA,BIOL,,CLAS,,,Pi Kappa Phi,                         ,                         ,                         ,OH,,43054,,Saint Charles Prep High School                              ,"Columbus, OH 43209-1665                      "
2021,F,BA,BIOL,,ART2,,,Delta Society,                         ,                         ,                         ,NC,,27405,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    "
2021,F,BA,JMCS,SOCS,,,,Alpha Delta Pi,Vars Riding(Equestr)     ,                         ,                         ,NY,,10803,,Pelham Memorial High School                                 ,"Pelham, NY 10803-                            "
2021,M,BS,BSADM,,,,,Pi Kappa Phi,                         ,                         ,                         ,CT,,6824,,Fairfield College Preparatory                               ,"Fairfield, CT 06824-5171                     "
2021,F,BA,CBSC,SOCS,,,,Chi Omega,                         ,                         ,                         ,VA,ALBEMARLE,22932,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2021,F,BS,NEURO,,,,,Alpha Delta Pi,Vars Volleyball          ,                         ,                         ,MI,,48167,,Northville High School                                      ,"Northville, MI 48168-9521                    "
2021,F,BS,ACCT,SPAN,,,JOHNSON,Kappa Kappa Gamma,                         ,                         ,                         ,VA,ALEXANDRIA CITY,22314,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2021,M,BS,EICS,,,,,Kappa Sigma,                         ,                         ,                         ,FL,,34994,,Jensen Beach High School                                    ,"Jensen Beach, FL 34957                       "
2021,M,BS,BSADM,,,,,Pi Kappa Phi,                         ,                         ,                         ,PA,,18360,,Moravian Academy                                            ,"Bethlehem, PA 18020-9770                     "
2021,M,BA,POLA,,EDUC,,,Independent,Vars Football            ,Vars Track/Field In      ,Vars Track/Field Out     ,VA,FAIRFAX COUNTY,22199,,Stone Bridge High School                                    ,"Ashburn, VA 20147                            "
2021,M,BS,BSADM,,,,,Kappa Alpha Order,                         ,                         ,                         ,MA,,1950,,Westminster School                                          ,"Simsbury, CT 06070-1812                      "
2021,M,BA,EALLC,BSADM,,,,Chi Psi,                         ,                         ,                         ,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,LA,,70116,,Bartow Senior High School                                   ,"Bartow, FL 33830-6429                        "
2021,F,BA,SOCA,,WGSS,,,Independent,                         ,                         ,                         ,MN,,55356,,Orono High School                                           ,"Long Lake, MN 55356-9594                     "
2021,M,BA,POLG,,,,,Phi Gamma Delta,                         ,                         ,                         ,KY,,40206,,Saint Xavier High School                                    ,"Louisville, KY 40217-1343                    "
2021,M,BS,GEOL,,CSCI,,,Phi Gamma Delta,                         ,                         ,                         ,VA,LOUISA,23093,,Louisa County High School                                   ,"Mineral, VA 23117                            "
2021,M,BA,CHEM,,,,,Pi Kappa Alpha,                         ,                         ,                         ,MN,,55102,,                                                            ,                                             
2021,M,BS,BSADM,,,,,Phi Zeta Delta,Vars Basketball          ,                         ,                         ,TX,,77057,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       "
2021,F,BS,BIOC,GERM,,,,Independent,                         ,                         ,                         ,GA,,30044,,Gwinnett Sch Of Math Sci Tech                               ,"Lawrenceville, GA 30044-2300                 "
2021,F,BA,REL,,MESAL,,,Independent,                         ,                         ,                         ,OK,,73099,,                                                            ,                                             
